@relation viterbi_ok1-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R27-I-1

@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute IdW numeric
@attribute TotLines numeric
@attribute Prop {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {0.0,yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {0.0,T1,R1,SP1}
@attribute TH3 {0.0,T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute Gender {f,m}
@attribute N.Syll. numeric
@attribute Tobi-1 {0.0,S,L*+H,LH-,U,H*,LL-,L*,HL-}
@attribute 'Copy of PoS-1' {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of IdW-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of Prop-1' {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {0.0,yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {0.0,T1,R1,SP1}
@attribute 'Copy of TH3-1' {0.0,T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of Gender-1' {f,m}
@attribute 'Copy of N.Syll.-1' numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
NNS,NAME,1,15,0.0,0.0,SP1,T1,0.0,3,A,m,3,0.0,NNS,OBJ,20,21,0.0,0.0,R1,0.0,0.0,3,Z,m,4,L*+H
NNP,SBJ,2,15,0.0,0.0,SP1,T1,0.0,3,A,m,3,L*+H,NNS,NAME,1,15,0.0,0.0,SP1,T1,0.0,3,A,m,3,S
VBD,ROOT,3,15,0.0,0.0,SP1,R1,0.0,3,A,m,1,S,NNP,SBJ,2,15,0.0,0.0,SP1,T1,0.0,3,A,m,3,S
NN,HMOD,4,15,0.0,0.0,T1,0.0,0.0,3,B,m,5,S,VBD,ROOT,3,15,0.0,0.0,SP1,R1,0.0,3,A,m,1,L*+H
NN,SBJ,7,15,0.0,0.0,T1,0.0,0.0,3,B,m,2,L*+H,NN,HMOD,4,15,0.0,0.0,T1,0.0,0.0,3,B,m,5,L*+H
IN,TMP,8,15,0.0,0.0,T1,0.0,0.0,3,B,m,1,L*+H,NN,SBJ,7,15,0.0,0.0,T1,0.0,0.0,3,B,m,2,U
NNP,PMOD,9,15,0.0,0.0,T1,0.0,0.0,3,B,m,2,U,IN,TMP,8,15,0.0,0.0,T1,0.0,0.0,3,B,m,1,LL-
VBD,OBJ,10,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LL-,NNP,PMOD,9,15,0.0,0.0,T1,0.0,0.0,3,B,m,2,L*
CD,NMOD,11,15,0.0,0.0,R1,0.0,0.0,3,Z,m,4,L*,VBD,OBJ,10,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S
IN,TMP,13,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,CD,NMOD,11,15,0.0,0.0,R1,0.0,0.0,3,Z,m,4,U
NNP,PMOD,14,15,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,IN,TMP,13,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LL-
DT,DEP,1,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,NNP,PMOD,14,15,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U
NNP,NMOD,2,19,0.0,0.0,T1,0.0,0.0,2,A,m,3,U,DT,DEP,1,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H
NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,L*+H,NNP,NMOD,2,19,0.0,0.0,T1,0.0,0.0,2,A,m,3,S
NNP,POSTHON,4,19,0.0,0.0,T1,0.0,0.0,2,A,m,4,S,NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,S
CC,COORD,5,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S,NNP,POSTHON,4,19,0.0,0.0,T1,0.0,0.0,2,A,m,4,U
NNP,NAME,6,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,U,CC,COORD,5,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,H*
NNP,CONJ,7,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,H*,NNP,NAME,6,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
NNP,POSTHON,8,19,0.0,0.0,T1,0.0,0.0,2,A,m,3,S,NNP,CONJ,7,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,LH-
VBP,ROOT,9,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LH-,NNP,POSTHON,8,19,0.0,0.0,T1,0.0,0.0,2,A,m,3,S
VBN,VC,10,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,VBP,ROOT,9,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
VBG,VC,11,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,VBN,VC,10,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,L*+H
TO,OPRD,12,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,L*+H,VBG,VC,11,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U
VB,IM,13,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,TO,OPRD,12,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
CD,NMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,m,4,S,VB,IM,13,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*
NNS,OBJ,16,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,CD,NMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,m,4,S
IN,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,NNS,OBJ,16,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
NNP,PMOD,18,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,IN,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-
DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,4,A,m,2,0.0,NNP,PMOD,18,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,L*+H
NNS,SBJ,2,10,0.0,0.0,T1,0.0,0.0,4,A,m,3,L*+H,DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,4,A,m,2,LH-
RB,ADV,3,10,0.0,0.0,R1,0.0,0.0,4,B,m,3,LH-,NNS,SBJ,2,10,0.0,0.0,T1,0.0,0.0,4,A,m,3,L*+H
VBP,ROOT,4,10,0.0,0.0,R1,0.0,0.0,4,B,m,2,L*+H,RB,ADV,3,10,0.0,0.0,R1,0.0,0.0,4,B,m,3,S
DT,NMOD,5,10,P2,yes,R1,T1,0.0,4,C,m,1,S,VBP,ROOT,4,10,0.0,0.0,R1,0.0,0.0,4,B,m,2,U
NN,NMOD,6,10,P2,yes,R1,T1,0.0,4,C,m,2,U,DT,NMOD,5,10,P2,yes,R1,T1,0.0,4,C,m,1,L*
NN,SBJ,7,10,P2,yes,R1,T1,0.0,4,C,m,1,L*,NN,NMOD,6,10,P2,yes,R1,T1,0.0,4,C,m,2,S
VBZ,OBJ,8,10,P2,yes,R1,R1,0.0,4,Z,m,1,S,NN,SBJ,7,10,P2,yes,R1,T1,0.0,4,C,m,1,U
JJ,PRD,9,10,P2,yes,R1,R1,0.0,4,Z,m,3,U,VBZ,OBJ,8,10,P2,yes,R1,R1,0.0,4,Z,m,1,LL-
PDT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,JJ,PRD,9,10,P2,yes,R1,R1,0.0,4,Z,m,3,S
DT,NMOD,2,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,S,PDT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,U
NN,SBJ,3,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,U,DT,NMOD,2,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,LH-
MD,ROOT,4,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LH-,NN,SBJ,3,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,U
VB,VC,5,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U,MD,ROOT,4,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
NNP,NMOD,6,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*,VB,VC,5,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
NNS,OBJ,8,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,NNP,NMOD,6,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,S
IN,NMOD,9,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,NNS,OBJ,8,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
VBG,PMOD,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,U,IN,NMOD,9,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
JJ,DEP,11,16,0.0,0.0,R1,0.0,0.0,2,Z,m,4,S,VBG,PMOD,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,LH-
CC,COORD,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LH-,JJ,DEP,11,16,0.0,0.0,R1,0.0,0.0,2,Z,m,4,U
JJ,HMOD,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,U,CC,COORD,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-
NNP,SBJ,1,16,P2,no,T1,0.0,0.0,4,A,m,1,0.0,JJ,HMOD,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,L*+H
MD,ROOT,2,16,P2,no,R1,0.0,0.0,4,B,m,1,L*+H,NNP,SBJ,1,16,P2,no,T1,0.0,0.0,4,A,m,1,U
VB,VC,3,16,P2,no,R1,0.0,0.0,4,B,m,1,U,MD,ROOT,2,16,P2,no,R1,0.0,0.0,4,B,m,1,S
CD,NMOD,4,16,P2,no,R1,0.0,0.0,4,B,m,4,S,VB,VC,3,16,P2,no,R1,0.0,0.0,4,B,m,1,H*
IN,NMOD,6,16,P2,no,R1,0.0,0.0,4,B,m,1,H*,CD,NMOD,4,16,P2,no,R1,0.0,0.0,4,B,m,4,U
DT,NMOD,7,16,P2,no,R1,0.0,0.0,4,B,m,1,U,IN,NMOD,6,16,P2,no,R1,0.0,0.0,4,B,m,1,U
NN,PMOD,8,16,P2,no,R1,0.0,0.0,4,B,m,2,U,DT,NMOD,7,16,P2,no,R1,0.0,0.0,4,B,m,1,LH-
IN,ADV,10,16,P3,0.0,SP1,0.0,0.0,4,B,m,1,LH-,NN,PMOD,8,16,P2,no,R1,0.0,0.0,4,B,m,2,U
NNP,NAME,11,16,P3,0.0,T1,0.0,0.0,4,C,m,2,U,IN,ADV,10,16,P3,0.0,SP1,0.0,0.0,4,B,m,1,L*
NNP,SBJ,12,16,P3,0.0,T1,0.0,0.0,4,C,m,2,L*,NNP,NAME,11,16,P3,0.0,T1,0.0,0.0,4,C,m,2,S
VBG,PMOD,13,16,P3,0.0,R1,0.0,0.0,4,Z,m,2,S,NNP,SBJ,12,16,P3,0.0,T1,0.0,0.0,4,C,m,2,S
DT,NMOD,14,16,P3,0.0,R1,0.0,0.0,4,Z,m,1,S,VBG,PMOD,13,16,P3,0.0,R1,0.0,0.0,4,Z,m,2,U
NN,OBJ,15,16,P3,0.0,R1,0.0,0.0,4,Z,m,1,U,DT,NMOD,14,16,P3,0.0,R1,0.0,0.0,4,Z,m,1,LL-
DT,NMOD,1,24,0.0,0.0,T1,0.0,0.0,3,A,m,1,0.0,NN,OBJ,15,16,P3,0.0,R1,0.0,0.0,4,Z,m,1,U
CD,HMOD,2,24,0.0,0.0,T1,0.0,0.0,3,A,m,5,U,DT,NMOD,1,24,0.0,0.0,T1,0.0,0.0,3,A,m,1,L*+H
NNP,TITLE,7,24,0.0,0.0,T1,0.0,0.0,3,A,m,2,L*+H,CD,HMOD,2,24,0.0,0.0,T1,0.0,0.0,3,A,m,5,S
NNP,SBJ,8,24,0.0,0.0,T1,0.0,0.0,3,A,m,1,S,NNP,TITLE,7,24,0.0,0.0,T1,0.0,0.0,3,A,m,2,LH-
WP,SBJ,10,24,P2,yes,T1,T1,0.0,3,B,m,1,LH-,NNP,SBJ,8,24,0.0,0.0,T1,0.0,0.0,3,A,m,1,U
VBZ,NMOD,11,24,P2,yes,T1,R1,0.0,3,C,m,1,U,WP,SBJ,10,24,P2,yes,T1,T1,0.0,3,B,m,1,U
DT,NMOD,12,24,P2,yes,T1,R1,0.0,3,C,m,1,U,VBZ,NMOD,11,24,P2,yes,T1,R1,0.0,3,C,m,1,U
NN,OBJ,13,24,P2,yes,T1,R1,0.0,3,C,m,2,U,DT,NMOD,12,24,P2,yes,T1,R1,0.0,3,C,m,1,H*
IN,LOC,14,24,P2,yes,T1,R1,0.0,3,C,m,1,H*,NN,OBJ,13,24,P2,yes,T1,R1,0.0,3,C,m,2,U
NN,NMOD,15,24,P2,yes,T1,R1,0.0,3,C,m,2,U,IN,LOC,14,24,P2,yes,T1,R1,0.0,3,C,m,1,S
NN,PMOD,16,24,P2,yes,T1,R1,0.0,3,C,m,3,S,NN,NMOD,15,24,P2,yes,T1,R1,0.0,3,C,m,2,LH-
VBZ,ROOT,18,24,0.0,0.0,R1,0.0,0.0,3,Z,m,2,LH-,NN,PMOD,16,24,P2,yes,T1,R1,0.0,3,C,m,3,S
NNP,NAME,19,24,0.0,0.0,R1,0.0,0.0,3,Z,m,2,S,VBZ,ROOT,18,24,0.0,0.0,R1,0.0,0.0,3,Z,m,2,L*+H
NNP,NAME,20,24,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*+H,NNP,NAME,19,24,0.0,0.0,R1,0.0,0.0,3,Z,m,2,S
NNP,NMOD,21,24,0.0,0.0,R1,0.0,0.0,3,Z,m,3,S,NNP,NAME,20,24,0.0,0.0,R1,0.0,0.0,3,Z,m,1,HL-
CD,OBJ,23,24,0.0,0.0,R1,0.0,0.0,3,Z,m,3,HL-,NNP,NMOD,21,24,0.0,0.0,R1,0.0,0.0,3,Z,m,3,LL-
NNP,TITLE,1,17,0.0,0.0,T1,0.0,0.0,3,A,m,2,0.0,CD,OBJ,23,24,0.0,0.0,R1,0.0,0.0,3,Z,m,3,S
NNP,SBJ,2,17,0.0,0.0,T1,0.0,0.0,3,A,m,1,S,NNP,TITLE,1,17,0.0,0.0,T1,0.0,0.0,3,A,m,2,H*
DT,NMOD,4,17,0.0,0.0,SP1,T1,0.0,3,B,m,1,H*,NNP,SBJ,2,17,0.0,0.0,T1,0.0,0.0,3,A,m,1,U
NN,SBJ,5,17,0.0,0.0,SP1,T1,0.0,3,B,m,3,U,DT,NMOD,4,17,0.0,0.0,SP1,T1,0.0,3,B,m,1,S
VBD,NMOD,6,17,0.0,0.0,SP1,R1,0.0,3,B,m,1,S,NN,SBJ,5,17,0.0,0.0,SP1,T1,0.0,3,B,m,3,LL-
MD,ROOT,8,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LL-,VBD,NMOD,6,17,0.0,0.0,SP1,R1,0.0,3,B,m,1,U
VB,VC,9,17,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,MD,ROOT,8,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*
DT,NMOD,10,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*,VB,VC,9,17,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U
NN,OBJ,11,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,DT,NMOD,10,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S
IN,NMOD,12,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,NN,OBJ,11,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
DT,NMOD,13,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,IN,NMOD,12,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
JJ,NMOD,14,17,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,DT,NMOD,13,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S
NN,NMOD,15,17,0.0,0.0,R1,0.0,0.0,3,Z,m,3,S,JJ,NMOD,14,17,0.0,0.0,R1,0.0,0.0,3,Z,m,2,S
NN,PMOD,16,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,NN,NMOD,15,17,0.0,0.0,R1,0.0,0.0,3,Z,m,3,LL-
DT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,3,A,m,1,0.0,NN,PMOD,16,17,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
NNS,SBJ,2,16,0.0,0.0,T1,0.0,0.0,3,A,m,1,U,DT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,3,A,m,1,L*+H
RB,ADV,3,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,L*+H,NNS,SBJ,2,16,0.0,0.0,T1,0.0,0.0,3,A,m,1,S
VBD,OBJ,4,16,0.0,0.0,R1,0.0,0.0,3,B,m,1,S,RB,ADV,3,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,S
NN,NMOD,5,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,S,VBD,OBJ,4,16,0.0,0.0,R1,0.0,0.0,3,B,m,1,L*
NN,OBJ,6,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,L*,NN,NMOD,5,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,S
IN,NMOD,7,16,0.0,0.0,R1,0.0,0.0,3,B,m,1,S,NN,OBJ,6,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,U
JJ,NMOD,8,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,U,IN,NMOD,7,16,0.0,0.0,R1,0.0,0.0,3,B,m,1,S
JJ,HMOD,9,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,S,JJ,NMOD,8,16,0.0,0.0,R1,0.0,0.0,3,B,m,2,H*
NNS,PMOD,12,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,H*,JJ,HMOD,9,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,LL-
NNS,SBJ,14,16,0.0,0.0,SP1,T1,0.0,3,Z,m,2,LL-,NNS,PMOD,12,16,0.0,0.0,R1,0.0,0.0,3,B,m,3,L*
VBD,ROOT,15,16,0.0,0.0,SP1,R1,0.0,3,Z,m,1,L*,NNS,SBJ,14,16,0.0,0.0,SP1,T1,0.0,3,Z,m,2,LL-
DT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,VBD,ROOT,15,16,0.0,0.0,SP1,R1,0.0,3,Z,m,1,U
NN,SBJ,2,16,0.0,0.0,T1,0.0,0.0,2,A,m,2,U,DT,NMOD,1,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H
IN,NMOD,3,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H,NN,SBJ,2,16,0.0,0.0,T1,0.0,0.0,2,A,m,2,U
JJ,NMOD,4,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,U,IN,NMOD,3,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
NNS,PMOD,5,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,S,JJ,NMOD,4,16,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
JJ,APPO,6,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,S,NNS,PMOD,5,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,LH-
VBD,ROOT,7,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LH-,JJ,APPO,6,16,0.0,0.0,T1,0.0,0.0,2,A,m,3,HL-
CD,DEP,8,16,0.0,0.0,R1,0.0,0.0,2,Z,m,10,HL-,VBD,ROOT,7,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
CD,NMOD,9,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*,CD,DEP,8,16,0.0,0.0,R1,0.0,0.0,2,Z,m,10,S
NN,EXT,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,CD,NMOD,9,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,LL-
TO,DIR,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-,NN,EXT,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
CD,DEP,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,11,U,TO,DIR,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
CD,NMOD,14,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*,CD,DEP,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,11,S
NN,PMOD,15,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,CD,NMOD,14,16,0.0,0.0,R1,0.0,0.0,2,Z,m,2,LL-
DT,NMOD,1,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,0.0,NN,PMOD,15,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,L*
NN,SBJ,2,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,L*,DT,NMOD,1,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S
VBZ,ROOT,3,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S,NN,SBJ,2,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S
NN,OBJ,4,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S,VBZ,ROOT,3,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,H*
IN,ADV,5,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,H*,NN,OBJ,4,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S
PRP$,NMOD,6,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S,IN,ADV,5,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,U
NNS,PMOD,7,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,U,PRP$,NMOD,6,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,LL-
NNP,TITLE,1,5,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNS,PMOD,7,9,0.0,0.0,R1,0.0,0.0,1,U,m,1,S
NNP,SBJ,2,5,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,NNP,TITLE,1,5,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
VBZ,ROOT,3,5,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,NNP,SBJ,2,5,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
NNP,OBJ,4,5,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,VBZ,ROOT,3,5,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
NNS,NMOD,1,22,0.0,0.0,SP1,T1,0.0,3,A,f,2,0.0,NNP,OBJ,4,5,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*+H
NNP,NAME,4,22,0.0,0.0,SP1,T1,0.0,3,A,f,2,L*+H,NNS,NMOD,1,22,0.0,0.0,SP1,T1,0.0,3,A,f,2,S
NNS,SBJ,5,22,0.0,0.0,SP1,T1,0.0,3,A,f,1,S,NNP,NAME,4,22,0.0,0.0,SP1,T1,0.0,3,A,f,2,S
NNP,POSTHON,6,22,0.0,0.0,SP1,T1,0.0,3,A,f,5,S,NNS,SBJ,5,22,0.0,0.0,SP1,T1,0.0,3,A,f,1,LL-
VBD,ROOT,7,22,0.0,0.0,SP1,R1,0.0,3,A,f,1,LL-,NNP,POSTHON,6,22,0.0,0.0,SP1,T1,0.0,3,A,f,5,S
PRP,SBJ,8,22,0.0,0.0,T1,0.0,0.0,3,B,f,1,S,VBD,ROOT,7,22,0.0,0.0,SP1,R1,0.0,3,A,f,1,U
VBZ,OBJ,9,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U,PRP,SBJ,8,22,0.0,0.0,T1,0.0,0.0,3,B,f,1,H*
PRP$,NMOD,10,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*,VBZ,OBJ,9,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U
NNP,NMOD,11,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U,PRP$,NMOD,10,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
NNS,OBJ,12,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,NNP,NMOD,11,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
TO,OPRD,13,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,NNS,OBJ,12,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
VB,IM,14,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U,TO,OPRD,13,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
JJ,PRD,15,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S,VB,IM,14,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,LH-
IN,TMP,16,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LH-,JJ,PRD,15,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
RB,NMOD,17,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S,IN,TMP,16,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
CD,DEP,18,22,0.0,0.0,R1,0.0,0.0,3,Z,f,5,S,RB,NMOD,17,22,0.0,0.0,R1,0.0,0.0,3,Z,f,2,H*
NNS,PMOD,19,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*,CD,DEP,18,22,0.0,0.0,R1,0.0,0.0,3,Z,f,5,S
IN,TMP,20,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,NNS,PMOD,19,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
CD,PMOD,21,22,0.0,0.0,R1,0.0,0.0,3,Z,f,4,U,IN,TMP,20,22,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-
DT,NMOD,1,12,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,CD,PMOD,21,22,0.0,0.0,R1,0.0,0.0,3,Z,f,4,U
NN,NMOD,2,12,0.0,0.0,T1,0.0,0.0,2,A,f,3,U,DT,NMOD,1,12,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NN,NMOD,3,12,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*+H,NN,NMOD,2,12,0.0,0.0,T1,0.0,0.0,2,A,f,3,S
