@relation std_tobi_adv_them_n-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R26-I-1

@attribute W numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute Id numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute nWSpan numeric
@attribute 'Copy of W-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of PoS-1' {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of Id-1' numeric
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of Prop-1' {P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {T1,R1,SP1}
@attribute 'Copy of TH3-1' {T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of nWSpan-1' numeric
@attribute TOBI-1 {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}
@attribute tobi {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}

@data
4,19,DT,7,NMOD,?,?,R1,?,?,2,Z,18,3,19,VBD,0,ROOT,?,?,R1,?,?,2,Z,18,H+L*,?
5,19,VBG,7,NMOD,?,?,R1,?,?,2,Z,18,4,19,DT,7,NMOD,?,?,R1,?,?,2,Z,18,?,L*+H
6,19,NNP,7,NMOD,?,?,R1,?,?,2,Z,18,5,19,VBG,7,NMOD,?,?,R1,?,?,2,Z,18,L*+H,?
7,19,NNS,3,OBJ,?,?,R1,?,?,2,Z,18,6,19,NNP,7,NMOD,?,?,R1,?,?,2,Z,18,?,?
8,19,IN,7,NMOD,?,?,R1,?,?,2,Z,18,7,19,NNS,3,OBJ,?,?,R1,?,?,2,Z,18,?,?
9,19,JJ,10,NMOD,?,?,R1,?,?,2,Z,18,8,19,IN,7,NMOD,?,?,R1,?,?,2,Z,18,?,H*
10,19,NNS,8,PMOD,?,?,R1,?,?,2,Z,18,9,19,JJ,10,NMOD,?,?,R1,?,?,2,Z,18,H*,L*
11,19,CC,10,COORD,?,?,R1,?,?,2,Z,18,10,19,NNS,8,PMOD,?,?,R1,?,?,2,Z,18,L*,+H
12,19,NN,11,CONJ,?,?,R1,?,?,2,Z,18,11,19,CC,10,COORD,?,?,R1,?,?,2,Z,18,+H,?
13,19,IN,3,ADV,?,?,R1,?,?,2,Z,18,12,19,NN,11,CONJ,?,?,R1,?,?,2,Z,18,?,LL-
14,19,cc,15,P,?,?,R1,?,?,2,Z,18,13,19,IN,3,ADV,?,?,R1,?,?,2,Z,18,LL-,?
15,19,NNS,17,NMOD,?,?,R1,?,?,2,Z,18,14,19,cc,15,P,?,?,R1,?,?,2,Z,18,?,H*
16,19,POS,15,SUFFIX,?,?,R1,?,?,2,Z,18,15,19,NNS,17,NMOD,?,?,R1,?,?,2,Z,18,H*,?
17,19,NNS,13,PMOD,?,?,R1,?,?,2,Z,18,16,19,POS,15,SUFFIX,?,?,R1,?,?,2,Z,18,?,LL-
18,19,0.0,3,P,?,?,R1,?,?,2,Z,18,17,19,NNS,13,PMOD,?,?,R1,?,?,2,Z,18,LL-,?
19,19,cc,3,P,?,?,R1,?,?,2,Z,18,18,19,0.0,3,P,?,?,R1,?,?,2,Z,18,?,?
1,15,NNP,2,SBJ,?,?,T1,?,?,2,A,1,19,19,cc,3,P,?,?,R1,?,?,2,Z,18,?,L*+H
2,15,VBZ,0,ROOT,?,?,R1,?,?,2,Z,14,1,15,NNP,2,SBJ,?,?,T1,?,?,2,A,1,L*+H,?
3,15,RB,2,TMP,?,?,R1,?,?,2,Z,14,2,15,VBZ,0,ROOT,?,?,R1,?,?,2,Z,14,?,H*
4,15,VBG,2,VC,?,?,R1,?,?,2,Z,14,3,15,RB,2,TMP,?,?,R1,?,?,2,Z,14,H*,?
5,15,PRP$,7,NMOD,?,?,R1,?,?,2,Z,14,4,15,VBG,2,VC,?,?,R1,?,?,2,Z,14,?,?
6,15,JJ,7,NMOD,?,?,R1,?,?,2,Z,14,5,15,PRP$,7,NMOD,?,?,R1,?,?,2,Z,14,?,L*+H
7,15,NNS,4,OBJ,?,?,R1,?,?,2,Z,14,6,15,JJ,7,NMOD,?,?,R1,?,?,2,Z,14,L*+H,?
8,15,IN,7,LOC,?,?,R1,?,?,2,Z,14,7,15,NNS,4,OBJ,?,?,R1,?,?,2,Z,14,?,?
9,15,NNP,8,PMOD,?,?,R1,?,?,2,Z,14,8,15,IN,7,LOC,?,?,R1,?,?,2,Z,14,?,HL-
10,15,TO,4,PRP,?,?,R1,?,?,2,Z,14,9,15,NNP,8,PMOD,?,?,R1,?,?,2,Z,14,HL-,?
11,15,VB,10,IM,?,?,R1,?,?,2,Z,14,10,15,TO,4,PRP,?,?,R1,?,?,2,Z,14,?,L*
12,15,PRP$,14,NMOD,?,?,R1,?,?,2,Z,14,11,15,VB,10,IM,?,?,R1,?,?,2,Z,14,L*,?
13,15,JJ,14,NMOD,?,?,R1,?,?,2,Z,14,12,15,PRP$,14,NMOD,?,?,R1,?,?,2,Z,14,?,?
14,15,NNS,11,OBJ,?,?,R1,?,?,2,Z,14,13,15,JJ,14,NMOD,?,?,R1,?,?,2,Z,14,?,LL-
15,15,0.0,2,P,?,?,R1,?,?,2,Z,14,14,15,NNS,11,OBJ,?,?,R1,?,?,2,Z,14,LL-,?
1,19,NNP,2,TITLE,?,?,T1,?,?,4,A,14,15,15,0.0,2,P,?,?,R1,?,?,2,Z,14,?,L*+H
2,19,NNP,4,NMOD,?,?,T1,?,?,4,A,14,1,19,NNP,2,TITLE,?,?,T1,?,?,4,A,14,L*+H,?
3,19,POS,2,SUFFIX,?,?,T1,?,?,4,A,14,2,19,NNP,4,NMOD,?,?,T1,?,?,4,A,14,?,?
4,19,NN,0,ROOT,?,?,T1,?,?,4,A,14,3,19,POS,2,SUFFIX,?,?,T1,?,?,4,A,14,?,HL-
5,19,IN,4,NMOD,?,?,T1,?,?,4,A,14,4,19,NN,0,ROOT,?,?,T1,?,?,4,A,14,HL-,?
6,19,NNS,12,SBJ,P2,?,T1,T1,?,4,B,6,5,19,IN,4,NMOD,?,?,T1,?,?,4,A,14,?,L*+H
7,19,TO,6,NMOD,P2,?,T1,T1,?,4,B,6,6,19,NNS,12,SBJ,P2,?,T1,T1,?,4,B,6,L*+H,HL-
8,19,cc,10,P,P2,?,T1,T1,?,4,B,6,7,19,TO,6,NMOD,P2,?,T1,T1,?,4,B,6,HL-,?
9,19,NN,10,NMOD,P2,?,T1,T1,?,4,B,6,8,19,cc,10,P,P2,?,T1,T1,?,4,B,6,?,H*
10,19,NN,7,PMOD,P2,?,T1,T1,?,4,B,6,9,19,NN,10,NMOD,P2,?,T1,T1,?,4,B,6,H*,HL-
11,19,cc,10,P,P2,?,T1,T1,?,4,B,6,10,19,NN,7,PMOD,P2,?,T1,T1,?,4,B,6,HL-,?
12,19,MD,5,SUB,P2,?,T1,R1,?,4,C,3,11,19,cc,10,P,P2,?,T1,T1,?,4,B,6,?,?
13,19,VB,12,VC,P2,?,T1,R1,?,4,C,3,12,19,MD,5,SUB,P2,?,T1,R1,?,4,C,3,?,?
14,19,JJ,15,SBJ,P2,?,T1,R1,?,4,C,3,13,19,VB,12,VC,P2,?,T1,R1,?,4,C,3,?,H+L*
15,19,VBZ,13,OBJ,?,?,R1,?,?,4,Z,5,14,19,JJ,15,SBJ,P2,?,T1,R1,?,4,C,3,H+L*,LL-
16,19,VBN,15,VC,?,?,R1,?,?,4,Z,5,15,19,VBZ,13,OBJ,?,?,R1,?,?,4,Z,5,LL-,L*
17,19,TO,16,ADV,?,?,R1,?,?,4,Z,5,16,19,VBN,15,VC,?,?,R1,?,?,4,Z,5,L*,?
18,19,NN,17,PMOD,?,?,R1,?,?,4,Z,5,17,19,TO,16,ADV,?,?,R1,?,?,4,Z,5,?,LL-
19,19,:,4,P,?,?,R1,?,?,4,Z,5,18,19,NN,17,PMOD,?,?,R1,?,?,4,Z,5,LL-,?
1,15,DT,22,NMOD,?,?,T1,?,?,2,A,5,19,19,:,4,P,?,?,R1,?,?,4,Z,5,?,?
2,15,JJ,22,NMOD,?,?,T1,?,?,2,A,5,1,15,DT,22,NMOD,?,?,T1,?,?,2,A,5,?,L*+H
3,15,NN,23,SBJ,?,?,T1,?,?,2,A,5,2,15,JJ,22,NMOD,?,?,T1,?,?,2,A,5,L*+H,?
4,15,VBZ,4,NMOD,?,?,T1,?,?,2,A,5,3,15,NN,23,SBJ,?,?,T1,?,?,2,A,5,?,LL-
5,15,cc,23,P,?,?,T1,?,?,2,A,5,4,15,VBZ,4,NMOD,?,?,T1,?,?,2,A,5,LL-,?
6,15,VBG,23,ADV,?,?,R1,?,?,2,Z,10,5,15,cc,23,P,?,?,T1,?,?,2,A,5,?,L*+H
7,15,DT,27,NMOD,?,?,R1,?,?,2,Z,10,6,15,VBG,23,ADV,?,?,R1,?,?,2,Z,10,L*+H,?
8,15,NN,25,OBJ,?,?,R1,?,?,2,Z,10,7,15,DT,27,NMOD,?,?,R1,?,?,2,Z,10,?,?
9,15,CC,27,COORD,?,?,R1,?,?,2,Z,10,8,15,NN,25,OBJ,?,?,R1,?,?,2,Z,10,?,?
10,15,NNS,28,CONJ,?,?,R1,?,?,2,Z,10,9,15,CC,27,COORD,?,?,R1,?,?,2,Z,10,?,HL-
11,15,TO,25,PRP,?,?,R1,?,?,2,Z,10,10,15,NNS,28,CONJ,?,?,R1,?,?,2,Z,10,HL-,?
12,15,VB,30,IM,?,?,R1,?,?,2,Z,10,11,15,TO,25,PRP,?,?,R1,?,?,2,Z,10,?,L*
13,15,NN,31,OBJ,?,?,R1,?,?,2,Z,10,12,15,VB,30,IM,?,?,R1,?,?,2,Z,10,L*,HL-
14,15,0.0,4,P,?,?,R1,?,?,2,Z,10,13,15,NN,31,OBJ,?,?,R1,?,?,2,Z,10,HL-,?
15,15,cc,4,P,?,?,R1,?,?,2,Z,10,14,15,0.0,4,P,?,?,R1,?,?,2,Z,10,?,?
1,11,PRP,2,SBJ,?,?,T1,?,?,2,A,1,15,15,cc,4,P,?,?,R1,?,?,2,Z,10,?,?
2,11,VBZ,0,ROOT,?,?,R1,?,?,2,Z,10,1,11,PRP,2,SBJ,?,?,T1,?,?,2,A,1,?,L*+H
3,11,RB,2,ADV,?,?,R1,?,?,2,Z,10,2,11,VBZ,0,ROOT,?,?,R1,?,?,2,Z,10,L*+H,?
4,11,VBN,2,VC,?,?,R1,?,?,2,Z,10,3,11,RB,2,ADV,?,?,R1,?,?,2,Z,10,?,?
5,11,JJ,4,PRD,?,?,R1,?,?,2,Z,10,4,11,VBN,2,VC,?,?,R1,?,?,2,Z,10,?,?
6,11,TO,5,AMOD,?,?,R1,?,?,2,Z,10,5,11,JJ,4,PRD,?,?,R1,?,?,2,Z,10,?,?
7,11,VB,6,IM,?,?,R1,?,?,2,Z,10,6,11,TO,5,AMOD,?,?,R1,?,?,2,Z,10,?,LL-
8,11,DT,10,NMOD,?,?,R1,?,?,2,Z,10,7,11,VB,6,IM,?,?,R1,?,?,2,Z,10,LL-,?
9,11,NNP,10,NMOD,?,?,R1,?,?,2,Z,10,8,11,DT,10,NMOD,?,?,R1,?,?,2,Z,10,?,L*
10,11,NN,7,OBJ,?,?,R1,?,?,2,Z,10,9,11,NNP,10,NMOD,?,?,R1,?,?,2,Z,10,L*,LL-
11,11,0.0,2,P,?,?,R1,?,?,2,Z,10,10,11,NN,7,OBJ,?,?,R1,?,?,2,Z,10,LL-,?
1,16,JJ,2,NMOD,?,?,T1,?,?,2,A,7,11,11,0.0,2,P,?,?,R1,?,?,2,Z,10,?,L*+H
2,16,NNS,8,SBJ,?,?,T1,?,?,2,A,7,1,16,JJ,2,NMOD,?,?,T1,?,?,2,A,7,L*+H,LH-
3,16,c,2,P,?,?,T1,?,?,2,A,7,2,16,NNS,8,SBJ,?,?,T1,?,?,2,A,7,LH-,?
4,16,VBG,2,NMOD,?,?,T1,?,?,2,A,7,3,16,c,2,P,?,?,T1,?,?,2,A,7,?,H*
5,16,NNP,6,NAME,?,?,T1,?,?,2,A,7,4,16,VBG,2,NMOD,?,?,T1,?,?,2,A,7,H*,?
6,16,NNP,4,PMOD,?,?,T1,?,?,2,A,7,5,16,NNP,6,NAME,?,?,T1,?,?,2,A,7,?,LH-
7,16,c,2,P,?,?,T1,?,?,2,A,7,6,16,NNP,4,PMOD,?,?,T1,?,?,2,A,7,LH-,?
8,16,MD,0,ROOT,?,?,R1,?,?,2,Z,9,7,16,c,2,P,?,?,T1,?,?,2,A,7,?,L*+H
9,16,VB,8,VC,?,?,R1,?,?,2,Z,9,8,16,MD,0,ROOT,?,?,R1,?,?,2,Z,9,L*+H,?
10,16,DT,12,NMOD,?,?,R1,?,?,2,Z,9,9,16,VB,8,VC,?,?,R1,?,?,2,Z,9,?,?
11,16,JJ,12,NMOD,?,?,R1,?,?,2,Z,9,10,16,DT,12,NMOD,?,?,R1,?,?,2,Z,9,?,L*
12,16,NN,9,OBJ,?,?,R1,?,?,2,Z,9,11,16,JJ,12,NMOD,?,?,R1,?,?,2,Z,9,L*,LH-
13,16,VBG,9,OPRD,?,?,R1,?,?,2,Z,9,12,16,NN,9,OBJ,?,?,R1,?,?,2,Z,9,LH-,L*
14,16,VBN,15,NMOD,?,?,R1,?,?,2,Z,9,13,16,VBG,9,OPRD,?,?,R1,?,?,2,Z,9,L*,?
15,16,NN,13,OBJ,?,?,R1,?,?,2,Z,9,14,16,VBN,15,NMOD,?,?,R1,?,?,2,Z,9,?,HL-
16,16,0.0,8,P,?,?,R1,?,?,2,Z,9,15,16,NN,13,OBJ,?,?,R1,?,?,2,Z,9,HL-,?
1,11,DT,2,NMOD,?,?,T1,?,?,2,A,6,16,16,0.0,8,P,?,?,R1,?,?,2,Z,9,?,?
2,11,NNS,7,SBJ,?,?,T1,?,?,2,A,6,1,11,DT,2,NMOD,?,?,T1,?,?,2,A,6,?,L*H-
3,11,IN,2,NMOD,?,?,T1,?,?,2,A,6,2,11,NNS,7,SBJ,?,?,T1,?,?,2,A,6,L*H-,?
4,11,DT,6,NMOD,?,?,T1,?,?,2,A,6,3,11,IN,2,NMOD,?,?,T1,?,?,2,A,6,?,?
5,11,NNP,6,NMOD,?,?,T1,?,?,2,A,6,4,11,DT,6,NMOD,?,?,T1,?,?,2,A,6,?,L*+H
6,11,NNS,3,PMOD,?,?,T1,?,?,2,A,6,5,11,NNP,6,NMOD,?,?,T1,?,?,2,A,6,L*+H,HL-
7,11,VBP,0,ROOT,?,?,R1,?,?,2,Z,5,6,11,NNS,3,PMOD,?,?,T1,?,?,2,A,6,HL-,?
8,11,NNS,7,PRD,?,?,R1,?,?,2,Z,5,7,11,VBP,0,ROOT,?,?,R1,?,?,2,Z,5,?,H*L-
9,11,IN,8,NMOD,?,?,R1,?,?,2,Z,5,8,11,NNS,7,PRD,?,?,R1,?,?,2,Z,5,H*L-,?
10,11,NN,9,PMOD,?,?,R1,?,?,2,Z,5,9,11,IN,8,NMOD,?,?,R1,?,?,2,Z,5,?,L*L-
11,11,0.0,7,P,?,?,R1,?,?,2,Z,5,10,11,NN,9,PMOD,?,?,R1,?,?,2,Z,5,L*L-,?
1,16,DT,2,NMOD,?,?,SP1,T1,?,5,A,3,11,11,0.0,7,P,?,?,R1,?,?,2,Z,5,?,?
2,16,NNS,3,SBJ,?,?,SP1,T1,?,5,A,3,1,16,DT,2,NMOD,?,?,SP1,T1,?,5,A,3,?,L*+H
3,16,VBD,0,ROOT,?,?,SP1,R1,?,5,A,3,2,16,NNS,3,SBJ,?,?,SP1,T1,?,5,A,3,L*+H,LL-
4,16,PRP,5,SBJ,?,?,T1,?,?,5,B,1,3,16,VBD,0,ROOT,?,?,SP1,R1,?,5,A,3,LL-,?
5,16,VBP,3,OBJ,?,?,R1,?,?,5,C,12,4,16,PRP,5,SBJ,?,?,T1,?,?,5,B,1,?,?
6,16,VBN,5,VC,?,?,R1,?,?,5,C,12,5,16,VBP,3,OBJ,?,?,R1,?,?,5,C,12,?,L*+H
7,16,DT,9,NMOD,?,?,R1,?,?,5,C,12,6,16,VBN,5,VC,?,?,R1,?,?,5,C,12,L*+H,?
8,16,NN,9,NMOD,?,?,R1,?,?,5,C,12,7,16,DT,9,NMOD,?,?,R1,?,?,5,C,12,?,?
9,16,NN,6,OBJ,?,?,R1,?,?,5,C,12,8,16,NN,9,NMOD,?,?,R1,?,?,5,C,12,?,HL-
10,16,WDT,11,SBJ,P2,yes,R1,T1,?,5,D,1,9,16,NN,6,OBJ,?,?,R1,?,?,5,C,12,HL-,?
11,16,VBZ,9,NMOD,P2,yes,R1,R1,?,5,Z,6,10,16,WDT,11,SBJ,P2,yes,R1,T1,?,5,D,1,?,H*
12,16,DT,13,NMOD,P2,yes,R1,R1,?,5,Z,6,11,16,VBZ,9,NMOD,P2,yes,R1,R1,?,5,Z,6,H*,?
13,16,NN,11,OBJ,P2,yes,R1,R1,?,5,Z,6,12,16,DT,13,NMOD,P2,yes,R1,R1,?,5,Z,6,?,?
14,16,IN,13,NMOD,P2,yes,R1,R1,?,5,Z,6,13,16,NN,11,OBJ,P2,yes,R1,R1,?,5,Z,6,?,?
15,16,NN,14,PMOD,P2,yes,R1,R1,?,5,Z,6,14,16,IN,13,NMOD,P2,yes,R1,R1,?,5,Z,6,?,LL-
16,16,0.0,3,P,P2,yes,R1,R1,?,5,Z,6,15,16,NN,14,PMOD,P2,yes,R1,R1,?,5,Z,6,LL-,?
1,25,IN,15,ADV,?,?,SP1,?,?,3,A,5,16,16,0.0,3,P,P2,yes,R1,R1,?,5,Z,6,?,?
2,25,DT,4,NMOD,?,?,SP1,?,?,3,A,5,1,25,IN,15,ADV,?,?,SP1,?,?,3,A,5,?,?
3,25,JJ,4,NMOD,?,?,SP1,?,?,3,A,5,2,25,DT,4,NMOD,?,?,SP1,?,?,3,A,5,?,L*+H
4,25,NN,1,PMOD,?,?,SP1,?,?,3,A,5,3,25,JJ,4,NMOD,?,?,SP1,?,?,3,A,5,L*+H,LH-
5,25,c,15,P,?,?,SP1,?,?,3,A,5,4,25,NN,1,PMOD,?,?,SP1,?,?,3,A,5,LH-,?
6,25,DT,7,NMOD,?,?,T1,?,?,3,B,9,5,25,c,15,P,?,?,SP1,?,?,3,A,5,?,?
7,25,NN,15,SBJ,?,?,T1,?,?,3,B,9,6,25,DT,7,NMOD,?,?,T1,?,?,3,B,9,?,H+L*
8,25,IN,7,NMOD,?,?,T1,?,?,3,B,9,7,25,NN,15,SBJ,?,?,T1,?,?,3,B,9,H+L*,?
9,25,DT,14,NMOD,?,?,T1,?,?,3,B,9,8,25,IN,7,NMOD,?,?,T1,?,?,3,B,9,?,?
10,25,NN,12,HMOD,?,?,T1,?,?,3,B,9,9,25,DT,14,NMOD,?,?,T1,?,?,3,B,9,?,L*
11,25,HYPH,10,HYPH,?,?,T1,?,?,3,B,9,10,25,NN,12,HMOD,?,?,T1,?,?,3,B,9,L*,?
12,25,VBG,14,NMOD,?,?,T1,?,?,3,B,9,11,25,HYPH,10,HYPH,?,?,T1,?,?,3,B,9,?,?
13,25,JJ,14,NMOD,?,?,T1,?,?,3,B,9,12,25,VBG,14,NMOD,?,?,T1,?,?,3,B,9,?,?
14,25,NN,8,PMOD,?,?,T1,?,?,3,B,9,13,25,JJ,14,NMOD,?,?,T1,?,?,3,B,9,?,LL-
15,25,VBZ,0,ROOT,?,?,R1,?,?,3,Z,11,14,25,NN,8,PMOD,?,?,T1,?,?,3,B,9,LL-,?
16,25,RB,15,ADV,?,?,R1,?,?,3,Z,11,15,25,VBZ,0,ROOT,?,?,R1,?,?,3,Z,11,?,L*+H
17,25,VBN,15,VC,?,?,R1,?,?,3,Z,11,16,25,RB,15,ADV,?,?,R1,?,?,3,Z,11,L*+H,?
18,25,VBN,17,VC,?,?,R1,?,?,3,Z,11,17,25,VBN,15,VC,?,?,R1,?,?,3,Z,11,?,?
19,25,IN,18,ADV,?,?,R1,?,?,3,Z,11,18,25,VBN,17,VC,?,?,R1,?,?,3,Z,11,?,?
20,25,NN,19,PMOD,?,?,R1,?,?,3,Z,11,19,25,IN,18,ADV,?,?,R1,?,?,3,Z,11,?,LH-
21,25,CC,20,COORD,?,?,R1,?,?,3,Z,11,20,25,NN,19,PMOD,?,?,R1,?,?,3,Z,11,LH-,?
22,25,NN,23,NMOD,?,?,R1,?,?,3,Z,11,21,25,CC,20,COORD,?,?,R1,?,?,3,Z,11,?,?
23,25,NN,21,CONJ,?,?,R1,?,?,3,Z,11,22,25,NN,23,NMOD,?,?,R1,?,?,3,Z,11,?,L*
24,25,NNS,15,NMOD,?,?,R1,?,?,3,Z,11,23,25,NN,21,CONJ,?,?,R1,?,?,3,Z,11,L*,LL-
25,25,0.0,15,P,?,?,R1,?,?,3,Z,11,24,25,NNS,15,NMOD,?,?,R1,?,?,3,Z,11,LL-,?
1,23,IN,11,TMP,?,?,R1-1,?,?,2,A,7,25,25,0.0,15,P,?,?,R1,?,?,3,Z,11,?,?
2,23,DT,6,NMOD,?,?,R1-1,?,?,2,A,7,1,23,IN,11,TMP,?,?,R1-1,?,?,2,A,7,?,?
3,23,NN,5,HMOD,?,?,R1-1,?,?,2,A,7,2,23,DT,6,NMOD,?,?,R1-1,?,?,2,A,7,?,L*+H
4,23,HYPH,3,HYPH,?,?,R1-1,?,?,2,A,7,3,23,NN,5,HMOD,?,?,R1-1,?,?,2,A,7,L*+H,?
5,23,JJ,6,NMOD,?,?,R1-1,?,?,2,A,7,4,23,HYPH,3,HYPH,?,?,R1-1,?,?,2,A,7,?,?
6,23,NN,1,PMOD,?,?,R1-1,?,?,2,A,7,5,23,JJ,6,NMOD,?,?,R1-1,?,?,2,A,7,?,HL-
7,23,c,11,P,?,?,R1-1,?,?,2,A,7,6,23,NN,1,PMOD,?,?,R1-1,?,?,2,A,7,HL-,?
8,23,DT,10,NMOD,?,?,T1,?,?,2,B,3,7,23,c,11,P,?,?,R1-1,?,?,2,A,7,?,?
9,23,NN,10,NMOD,?,?,T1,?,?,2,B,3,8,23,DT,10,NMOD,?,?,T1,?,?,2,B,3,?,H*
10,23,NNS,11,SBJ,?,?,T1,?,?,2,B,3,9,23,NN,10,NMOD,?,?,T1,?,?,2,B,3,H*,HL-
11,23,VBD,0,ROOT,?,?,R1-2,?,?,2,Z,13,10,23,NNS,11,SBJ,?,?,T1,?,?,2,B,3,HL-,H*
12,23,RP,11,PRT,?,?,R1-2,?,?,2,Z,13,11,23,VBD,0,ROOT,?,?,R1-2,?,?,2,Z,13,H*,?
13,23,DT,14,NMOD,?,?,R1-2,?,?,2,Z,13,12,23,RP,11,PRT,?,?,R1-2,?,?,2,Z,13,?,?
14,23,NNS,11,OBJ,?,?,R1-2,?,?,2,Z,13,13,23,DT,14,NMOD,?,?,R1-2,?,?,2,Z,13,?,L*
15,23,IN,14,NMOD,?,?,R1-2,?,?,2,Z,13,14,23,NNS,11,OBJ,?,?,R1-2,?,?,2,Z,13,L*,?
16,23,DT,17,NMOD,?,?,R1-2,?,?,2,Z,13,15,23,IN,14,NMOD,?,?,R1-2,?,?,2,Z,13,?,H*
17,23,NN,15,PMOD,?,?,R1-2,?,?,2,Z,13,16,23,DT,17,NMOD,?,?,R1-2,?,?,2,Z,13,H*,LL-
18,23,c,11,P,?,?,R1-2,?,?,2,Z,13,17,23,NN,15,PMOD,?,?,R1-2,?,?,2,Z,13,LL-,?
19,23,VBG,11,ADV,?,?,R1-2,?,?,2,Z,13,18,23,c,11,P,?,?,R1-2,?,?,2,Z,13,?,L*+H
20,23,PRP,19,OBJ,?,?,R1-2,?,?,2,Z,13,19,23,VBG,11,ADV,?,?,R1-2,?,?,2,Z,13,L*+H,?
21,23,JJ,19,OPRD,?,?,R1-2,?,?,2,Z,13,20,23,PRP,19,OBJ,?,?,R1-2,?,?,2,Z,13,?,?
22,23,JJ,19,ADV,?,?,R1-2,?,?,2,Z,13,21,23,JJ,19,OPRD,?,?,R1-2,?,?,2,Z,13,?,LL-
23,23,0.0,11,P,?,?,R1-2,?,?,2,Z,13,22,23,JJ,19,ADV,?,?,R1-2,?,?,2,Z,13,LL-,?
1,20,PRP,2,SBJ,?,?,T1,?,?,4,A,1,23,23,0.0,11,P,?,?,R1-2,?,?,2,Z,13,?,?
2,20,VB,0,ROOT,?,?,R1,?,?,4,B,19,1,20,PRP,2,SBJ,?,?,T1,?,?,4,A,1,?,H*
3,20,DT,4,NMOD,?,?,R1,?,?,4,B,19,2,20,VB,0,ROOT,?,?,R1,?,?,4,B,19,H*,?
4,20,NN,2,OBJ,?,?,R1,?,?,4,B,19,3,20,DT,4,NMOD,?,?,R1,?,?,4,B,19,?,LH-
5,20,IN,4,NMOD,?,?,R1,?,?,4,B,19,4,20,NN,2,OBJ,?,?,R1,?,?,4,B,19,LH-,?
6,20,JJ,8,HMOD,?,?,R1,?,?,4,B,19,5,20,IN,4,NMOD,?,?,R1,?,?,4,B,19,?,L*+H
7,20,HYPH,6,HYPH,?,?,R1,?,?,4,B,19,6,20,JJ,8,HMOD,?,?,R1,?,?,4,B,19,L*+H,?
8,20,JJ,9,NMOD,?,?,R1,?,?,4,B,19,7,20,HYPH,6,HYPH,?,?,R1,?,?,4,B,19,?,?
9,20,NNS,5,PMOD,?,?,R1,?,?,4,B,19,8,20,JJ,9,NMOD,?,?,R1,?,?,4,B,19,?,?
10,20,RB,2,MNR,?,?,R1,?,?,4,B,19,9,20,NNS,5,PMOD,?,?,R1,?,?,4,B,19,?,LH-
11,20,c,2,P,?,?,R1,?,?,4,B,19,10,20,RB,2,MNR,?,?,R1,?,?,4,B,19,LH-,?
12,20,WDT,14,SBJ,P2,yes,R1,T1,?,4,C,1,11,20,c,2,P,?,?,R1,?,?,4,B,19,?,?
